#DataThief C:\School\Stanford\Summer 2017\MotorCharacteristic\motorcharacteristic.jpg Tuesday 8-Aug-2017 5:19:47 PM


Torque (Nm) Amp (A) 
0.07831647, 0.31901735

0.0920959, 0.31905222

0.10584143, 0.33089512

0.11958696, 0.34273802

0.13333249, 0.35458092

0.14707802, 0.36642381

0.16085744, 0.36645868

0.17460297, 0.37830158

0.1883485, 0.39014448

0.20209403, 0.40198738

0.21583956, 0.41383027

0.22955119, 0.4374812

0.24333062, 0.43751607

0.25711005, 0.43755094

0.27082168, 0.46120187

0.28460111, 0.46123673

0.29834664, 0.47307963

0.31209217, 0.48492253

0.3258377, 0.49676543

0.33958323, 0.50860833

0.35332876, 0.52045123

0.36707429, 0.53229413

0.38081982, 0.54413702

0.39456535, 0.55597992

0.40831088, 0.56782282

0.4220903, 0.56785768

0.43583583, 0.57970058

0.44958136, 0.59154348

0.46332689, 0.60338637

0.47707242, 0.61522927

0.49081795, 0.62707217

0.50456347, 0.63891507

0.518309, 0.65075797

0.53205453, 0.66260087

0.54580006, 0.67444376

0.55954559, 0.68628666

0.57329112, 0.69812956

0.58703665, 0.70997246

0.60078218, 0.72181536

0.61452771, 0.73365826

0.62827325, 0.74550117

0.64201878, 0.75734405

0.65579821, 0.75737893

0.66954374, 0.76922183

0.68328927, 0.78106473

0.6970348, 0.79290763

0.71078033, 0.80475052

0.72452586, 0.81659342

0.73827139, 0.82843632

0.75201691, 0.84027922

0.76576244, 0.85212212

0.77950797, 0.86396502
0.7932535, 0.87580792

0.80699903, 0.88765081

0.82074456, 0.89949371

0.83449009, 0.91133661

0.84823562, 0.92317951

0.86198115, 0.93502241

0.87572668, 0.94686531

0.88947221, 0.95870821

0.90321774, 0.9705511

0.91696327, 0.982394

0.9307088, 0.9942369

0.94445433, 1.0060798

0.95819986, 1.0179227

0.97194539, 1.0297656

0.98565702, 1.05341653

0.99940255, 1.06525943

1.01314808, 1.07710233

1.02689361, 1.08894522

1.04063914, 1.10078812

1.05438467, 1.11263102

1.0681302, 1.12447392

1.08184183, 1.14812485

1.09562126, 1.14815972

1.10936679, 1.16000261

1.12307842, 1.18365355

1.13685785, 1.18368841

1.15056948, 1.20733934

1.16434891, 1.20737421

1.17806054, 1.23102514

1.19180607, 1.24286804

1.2055177, 1.26651897

1.21926323, 1.27836187

1.23300876, 1.29020477

1.24675429, 1.30204766

1.26049982, 1.31389056

1.27424535, 1.32573346

1.28799088, 1.33757636

1.30173641, 1.34941926

1.31548194, 1.36126215

1.32922747, 1.37310505

1.3429391, 1.39675599

1.35668463, 1.40859889

1.37043016, 1.42044178

1.38414179, 1.44409272

1.39788732, 1.45593561

1.41163285, 1.46777851

1.42537838, 1.47962141

1.43912391, 1.49146431

1.45283555, 1.51511524

1.46658107, 1.52695814

1.4803266, 1.53880104

1.49407213, 1.55064394

1.50778377, 1.57429487

1.5215293, 1.58613777

1.53527483, 1.59798066

1.54902036, 1.60982356

1.56273199, 1.63347449

1.57647752, 1.64531739

1.59022305, 1.65716029

1.60393468, 1.68081122

1.61768021, 1.69265412

1.63142574, 1.70449702

1.64517127, 1.71633992

1.6588829, 1.73999084

1.67262843, 1.75183374

1.68634006, 1.77548468

1.70008559, 1.78732758

1.71379722, 1.81097851

1.72754275, 1.8228214

1.74128828, 1.8346643

1.75499992, 1.85831523

1.76874544, 1.87015813

1.78245708, 1.89380906

1.79620261, 1.90565196

1.80991424, 1.92930289

1.82365977, 1.94114579

1.83737139, 1.96479672

1.85111692, 1.97663962

1.86482855, 2.00029055

1.87854019, 2.02394148

1.89225183, 2.04759241

1.90599736, 2.05943531

1.91970899, 2.08308624

1.93342062, 2.10673717

1.94716615, 2.11858007

1.96087778, 2.142231

1.97458941, 2.16588193

1.98830105, 2.18953287

2.00204658, 2.20137576
