Fx Fz M_max M_min
1.7 -7 0.1754 -0.285124
1.8 -7 0.172172 -0.288351
1.9 -7 0.168945 -0.291578
2 -7 0.165718 -0.294806
2.1 -7 0.161921 -0.298033
2.2 -7 0.157533 -0.30126
2.3 -7 0.153145 -0.304487
2.4 -7 0.148757 -0.307714
2.5 -7 0.144369 -0.310942
2.6 -7 0.139982 -0.314169
2.7 -7 0.135594 -0.317396
2.8 -7 0.131206 -0.320623
2.9 -7 0.126818 -0.32385
3 -7 0.12243 -0.327078
3.1 -7 0.118042 -0.330305
3.2 -7 0.113654 -0.333532
3.3 -7 0.109267 -0.333993
3.4 -7 0.104879 -0.325993
3.5 -7 0.100491 -0.317992
3.6 -7 0.096103 -0.309992
3.7 -7 0.0917152 -0.301992
3.8 -7 0.0873273 -0.293992
3.9 -7 0.0829395 -0.285992
4 -7 0.0785516 -0.277991
4.1 -7 0.0741638 -0.269991
4.2 -7 0.0697759 -0.261991
4.3 -7 0.065388 -0.253991
4.4 -7 0.0610002 -0.245991
4.5 -7 0.0566123 -0.23799
4.6 -7 0.0522245 -0.22999
4.7 -7 0.0478366 -0.22199
4.8 -7 0.0434488 -0.21399
4.9 -7 0.0390609 -0.205989
5 -7 0.0346731 -0.197989
5.1 -7 0.0302852 -0.189989
5.2 -7 0.0258973 -0.181989
5.3 -7 0.0215095 -0.173989
5.4 -7 0.0171216 -0.165988
5.5 -7 0.0127338 -0.157988
5.6 -7 0.00834592 -0.149988
5.7 -7 0.00395807 -0.141988
5.8 -7 -0.000429788 -0.133988
5.9 -7 -0.00481764 -0.125987
6 -7 -0.0092055 -0.117987
6.1 -7 -0.0135934 -0.109987
6.2 -7 -0.0179812 -0.101987
6.3 -7 -0.0223691 -0.0939865
6.4 -7 -0.0267569 -0.0859863
6.5 -7 -0.0311448 -0.0779861
6.6 -7 -0.0355326 -0.0699858
6.7 -7 -0.0399205 -0.0619856
6.8 -7 -0.0443083 -0.0539854
6.9 -7 0 0
7 -7 0 0
7.1 -7 0 0
7.2 -7 0 0
7.3 -7 0 0
7.4 -7 0 0
7.5 -7 0 0
7.6 -7 0 0
7.7 -7 0 0
7.8 -7 0 0
7.9 -7 0 0
8 -7 0 0
8.1 -7 0 0
8.2 -7 0 0
8.3 -7 0 0
8.4 -7 0 0
8.5 -7 0 0
8.6 -7 0 0
8.7 -7 0 0
8.8 -7 0 0
8.9 -7 0 0
9 -7 0 0
9.1 -7 0 0
9.2 -7 0 0
9.3 -7 0 0
9.4 -7 0 0
9.5 -7 0 0
9.6 -7 0 0
9.7 -7 0 0
9.8 -7 0 0
9.9 -7 0 0
10 -7 0 0
10.1 -7 0 0
10.2 -7 0 0
10.3 -7 0 0
10.4 -7 0 0
10.5 -7 0 0
10.6 -7 0 0
10.7 -7 0 0
10.8 -7 0 0
10.9 -7 0 0
11 -7 0 0
11.1 -7 0 0
11.2 -7 0 0
11.3 -7 0 0
11.4 -7 0 0
11.5 -7 0 0
11.6 -7 0 0
11.7 -7 0 0
11.8 -7 0 0
11.9 -7 0 0
12 -7 0 0
12.1 -7 0 0
12.2 -7 0 0
12.3 -7 0 0
12.4 -7 0 0
12.5 -7 0 0
12.6 -7 0 0
12.7 -7 0 0
12.8 -7 0 0
12.9 -7 0 0
13 -7 0 0
13.1 -7 0 0
13.2 -7 0 0
13.3 -7 0 0
13.4 -7 0 0
13.5 -7 0 0
13.6 -7 0 0
13.7 -7 0 0
13.8 -7 0 0
13.9 -7 0 0
14 -7 0 0
14.1 -7 0 0
14.2 -7 0 0
14.3 -7 0 0
14.4 -7 0 0
14.5 -7 0 0
14.6 -7 0 0
14.7 -7 0 0
14.8 -7 0 0
14.9 -7 0 0
15 -7 0 0
15.1 -7 0 0
15.2 -7 0 0
15.3 -7 0 0
15.4 -7 0 0
15.5 -7 0 0
15.6 -7 0 0
15.7 -7 0 0
15.8 -7 0 0
15.9 -7 0 0
16 -7 0 0
16.1 -7 0 0
16.2 -7 0 0
16.3 -7 0 0
16.4 -7 0 0
16.5 -7 0 0
16.6 -7 0 0
16.7 -7 0 0
16.8 -7 0 0
16.9 -7 0 0
17 -7 0 0
17.1 -7 0 0
17.2 -7 0 0
17.3 -7 0 0
17.4 -7 0 0
17.5 -7 0 0
17.6 -7 0 0
17.7 -7 0 0
17.8 -7 0 0
17.9 -7 0 0
18 -7 0 0
18.1 -7 0 0
18.2 -7 0 0
18.3 -7 0 0
18.4 -7 0 0
18.5 -7 0 0
18.6 -7 0 0
18.7 -7 0 0
18.8 -7 0 0
18.9 -7 0 0
19 -7 0 0
19.1 -7 0 0
19.2 -7 0 0
19.3 -7 0 0
19.4 -7 0 0
19.5 -7 0 0
19.6 -7 0 0
19.7 -7 0 0
